           0.1	(   1.146642e+00   0.000000e+00 -1.213864e+00) (   5.733208e+00   0.000000e+00 -1.213886e+00) (   1.146642e+01   0.000000e+00 -1.213888e+00) (   1.719963e+01   0.000000e+00 -1.213888e+00) (   2.293283e+01   0.000000e+00 -1.634056e+00) 
0.2	(   1.146642e+00   0.000000e+00 -1.213716e+00) (   5.733208e+00   0.000000e+00 -1.213867e+00) (   1.146642e+01   0.000000e+00 -1.213886e+00) (   1.719963e+01   0.000000e+00 -1.213887e+00) (   2.293283e+01   0.000000e+00 -1.632863e+00) 
0.3	(   1.146642e+00   0.000000e+00 -1.213384e+00) (   5.733208e+00   0.000000e+00 -1.213825e+00) (   1.146642e+01   0.000000e+00 -1.213881e+00) (   1.719963e+01   0.000000e+00 -1.213886e+00) (   2.293283e+01   0.000000e+00 -1.637468e+00) 
0.4	(   1.146642e+00   0.000000e+00 -1.212818e+00) (   5.733208e+00   0.000000e+00 -1.213752e+00) (   1.146642e+01   0.000000e+00 -1.213873e+00) (   1.719963e+01   0.000000e+00 -1.213885e+00) (   2.293283e+01   0.000000e+00 -1.649385e+00) 
0.5	(   1.146642e+00   0.000000e+00 -1.211981e+00) (   5.733208e+00   0.000000e+00 -1.213643e+00) (   1.146642e+01   0.000000e+00 -1.213860e+00) (   1.719963e+01   0.000000e+00 -1.213884e+00) (   2.293283e+01   0.000000e+00 -1.649053e+00) 
0.6	(   1.146642e+00   0.000000e+00 -1.210871e+00) (   5.733208e+00   0.000000e+00 -1.213491e+00) (   1.146642e+01   0.000000e+00 -1.213841e+00) (   1.719963e+01   0.000000e+00 -1.213885e+00) (   2.293283e+01   0.000000e+00 -1.677076e+00) 
0.7	(   1.146642e+00   0.000000e+00 -1.209524e+00) (   5.733208e+00   0.000000e+00 -1.213296e+00) (   1.146642e+01   0.000000e+00 -1.213815e+00) (   1.719963e+01   0.000000e+00 -1.213887e+00) (   2.293283e+01   0.000000e+00 -1.714760e+00) 
0.8	(   1.146642e+00   0.000000e+00 -1.208016e+00) (   5.733208e+00   0.000000e+00 -1.213057e+00) (   1.146642e+01   0.000000e+00 -1.213781e+00) (   1.719963e+01   0.000000e+00 -1.213893e+00) (   2.293283e+01   0.000000e+00 -1.752497e+00) 
0.9	(   1.146642e+00   0.000000e+00 -1.206464e+00) (   5.733208e+00   0.000000e+00 -1.212776e+00) (   1.146642e+01   0.000000e+00 -1.213738e+00) (   1.719963e+01   0.000000e+00 -1.213905e+00) (   2.293283e+01   0.000000e+00 -1.778946e+00) 
1	(   1.146642e+00   0.000000e+00 -1.205034e+00) (   5.733208e+00   0.000000e+00 -1.212457e+00) (   1.146642e+01   0.000000e+00 -1.213686e+00) (   1.719963e+01   0.000000e+00 -1.213922e+00) (   2.293283e+01   0.000000e+00 -1.797355e+00) 
